Data values,Data description,Year,Row,Column,Authority,Notes
0,£ thousand,2005-06,Traffic management,Grants,Powys,
0,£ thousand,2005-06,Traffic management,Grants,Ceredigion,
0,£ thousand,2005-06,Traffic management,Grants,Pembrokeshire,
-358,£ thousand,2005-06,Traffic management,Grants,Carmarthenshire,
0,£ thousand,2005-06,Traffic management,Grants,Swansea,
0,£ thousand,2005-06,Traffic management,Grants,Neath Port Talbot,
0,£ thousand,2005-06,Traffic management,Grants,Bridgend,
0,£ thousand,2005-06,Traffic management,Grants,Vale of Glamorgan,
0,£ thousand,2005-06,Traffic management,Grants,Rhondda Cynon Taf,
0,£ thousand,2005-06,Traffic management,Grants,Merthyr Tydfil,
0,£ thousand,2005-06,Traffic management,Grants,Caerphilly,
0,£ thousand,2005-06,Traffic management,Grants,Blaenau Gwent,
-233,£ thousand,2005-06,Traffic management,Grants,Torfaen,
-30,£ thousand,2005-06,Traffic management,Grants,Monmouthshire,
0,£ thousand,2005-06,Traffic management,Grants,Newport,
0,£ thousand,2005-06,Traffic management,Grants,Cardiff,
-1112.38,£ thousand,2005-06,Traffic management,Grants,Total Unitary Authorities,
129,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Isle of Anglesey,
137,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Gwynedd,
135,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Conwy,
142,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Denbighshire,
293,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Flintshire,
251.8,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Wrexham,
259.2,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Powys,
52,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Ceredigion,
213,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Pembrokeshire,
270,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Carmarthenshire,
833,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Swansea,
207,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Neath Port Talbot,
64,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Bridgend,
144,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Vale of Glamorgan,
336.81,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Rhondda Cynon Taf,
0.00027,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Merthyr Tydfil,
282.33,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Caerphilly,
77.4,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Blaenau Gwent,
172,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Torfaen,
0,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Monmouthshire,
126,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Newport,
363,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Cardiff,
4487.55,£ thousand,2005-06,Road safety education,Direct spend (employee costs and running costs),Total Unitary Authorities,
47,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Isle of Anglesey,
31,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Gwynedd,
62,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Conwy,
12,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Denbighshire,
97,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Flintshire,
2.53,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Wrexham,
52.64,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Powys,
44,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Ceredigion,
26,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Pembrokeshire,
41,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Carmarthenshire,
56,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Swansea,
68,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Neath Port Talbot,
8,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Bridgend,
26,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Vale of Glamorgan,
141.12,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Rhondda Cynon Taf,
29.23,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Merthyr Tydfil,
23,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Caerphilly,
61.07,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Blaenau Gwent,
17,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Torfaen,
0,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Monmouthshire,
0,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Newport,
141,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Cardiff,
985.59,£ thousand,2005-06,Road safety education,Central and departmental support services costs,Total Unitary Authorities,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Isle of Anglesey,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Gwynedd,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Conwy,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Denbighshire,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Flintshire,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Wrexham,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Powys,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Ceredigion,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Pembrokeshire,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Carmarthenshire,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Swansea,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Neath Port Talbot,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Bridgend,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Vale of Glamorgan,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Rhondda Cynon Taf,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Merthyr Tydfil,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Caerphilly,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Blaenau Gwent,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Torfaen,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Monmouthshire,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Newport,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Cardiff,
0,£ thousand,2005-06,Road safety education,Income from joint arrangements with other local authorities,Total Unitary Authorities,
176,£ thousand,2005-06,Road safety education,Gross expenditure,Isle of Anglesey,
168,£ thousand,2005-06,Road safety education,Gross expenditure,Gwynedd,
197,£ thousand,2005-06,Road safety education,Gross expenditure,Conwy,
154,£ thousand,2005-06,Road safety education,Gross expenditure,Denbighshire,
390,£ thousand,2005-06,Road safety education,Gross expenditure,Flintshire,
254.34,£ thousand,2005-06,Road safety education,Gross expenditure,Wrexham,
311.84,£ thousand,2005-06,Road safety education,Gross expenditure,Powys,
96,£ thousand,2005-06,Road safety education,Gross expenditure,Ceredigion,
239,£ thousand,2005-06,Road safety education,Gross expenditure,Pembrokeshire,
311,£ thousand,2005-06,Road safety education,Gross expenditure,Carmarthenshire,
889,£ thousand,2005-06,Road safety education,Gross expenditure,Swansea,
275,£ thousand,2005-06,Road safety education,Gross expenditure,Neath Port Talbot,
72,£ thousand,2005-06,Road safety education,Gross expenditure,Bridgend,
170,£ thousand,2005-06,Road safety education,Gross expenditure,Vale of Glamorgan,
477.93,£ thousand,2005-06,Road safety education,Gross expenditure,Rhondda Cynon Taf,
29.23,£ thousand,2005-06,Road safety education,Gross expenditure,Merthyr Tydfil,
305.33,£ thousand,2005-06,Road safety education,Gross expenditure,Caerphilly,
138.47,£ thousand,2005-06,Road safety education,Gross expenditure,Blaenau Gwent,
189,£ thousand,2005-06,Road safety education,Gross expenditure,Torfaen,
0,£ thousand,2005-06,Road safety education,Gross expenditure,Monmouthshire,
126,£ thousand,2005-06,Road safety education,Gross expenditure,Newport,
504,£ thousand,2005-06,Road safety education,Gross expenditure,Cardiff,
5473.14,£ thousand,2005-06,Road safety education,Gross expenditure,Total Unitary Authorities,
-1,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Isle of Anglesey,
0,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Gwynedd,
-6,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Conwy,
0,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Denbighshire,
-111,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Flintshire,
-1.14,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Wrexham,
-0.03,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Powys,
-2,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Ceredigion,
-16,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Pembrokeshire,
-28,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Carmarthenshire,
0,£ thousand,2005-06,Road safety education,"Income from sales, fees and charges",Swansea,
